Name,OsmId,Kind,HeightCm,BaseCm,HeightSource,CentroidX,CentroidY,BoxX,BoxY,BoxLengthCm,BoxWidthCm,YawDeg,AreaM2,NumVerts,Outline
B00000,86337142,hotel,4000.0,0.0,tag:height,-16614.4,-2637.9,-16601.5,-2645.2,4098.3,3839.6,28.54,1546.75,10,-15717.9 19.4|-13967.7 -3200.7|-14885.0 -3699.0|-14809.5 -3856.1|-17482.4 -5309.5|-19038.3 -2453.3|-19104.9 -2176.3|-19053.8 -1885.8|-18947.2 -1757.5|-18795.1 -1652.7
B00001,160915057,yes,1200.0,0.0,estimate:default,13089.5,-21425.5,12907.6,-21430.2,5927.3,3004.1,29.2,1565.22,8,14762.0 -18673.3|16219.0 -21300.4|11053.1 -24187.0|9600.5 -21565.8|10627.7 -20992.3|11479.5 -22528.4|12525.6 -21944.0|11670.4 -20401.2
B00002,160921198,yes,12700.0,0.0,tag:height,13815.4,-21095.7,13805.3,-21076.6,2750.1,2403.3,299.06,603.34,12,14358.9 -19598.8|15409.5 -21491.3|14984.2 -21730.3|15095.2 -21928.8|13847.1 -22626.3|13736.0 -22425.4|13311.8 -22662.7|12259.0 -20767.7|12684.3 -20530.4|12515.5 -20225.5|13761.5 -19527.9|13932.5 -19837.0
B00003,160923101,yes,13300.0,0.0,tag:height,13836.1,-21132.9,13837.4,-21134.4,2140.9,2058.0,298.97,408.82,12,14293.4 -19833.6|15174.1 -21424.6|14748.8 -21661.9|14827.6 -21805.5|13880.4 -22334.1|13801.5 -22190.6|13377.3 -22427.9|12495.5 -20835.2|12918.6 -20599.6|12845.3 -20464.5|13789.2 -19937.5|13863.6 -20073.5
B00004,162977889,yes,4500.0,3700.0,tag:height,3713.9,7567.7,3924.9,7791.6,5376.9,3006.1,299.16,1267.06,8,3985.6 10532.6|3350.4 10174.5|5358.1 6629.3|6075.5 7022.0|6537.5 6170.7|3910.1 4733.4|1310.4 9392.5|3826.8 10815.5
B00005,162977891,yes,1500.0,0.0,tag:height,7933.1,9326.6,7901.9,9197.4,885.2,752.8,119.65,43.51,12,8442.0 8995.5|8243.2 8882.4|8149.9 9048.7|8034.5 8983.7|7947.8 9137.4|7829.0 9069.9|7749.1 9211.7|7639.1 9148.4|7560.3 9289.4|7451.5 9227.8|7357.1 9395.8|8010.0 9768.3
B00006,162977892,yes,3700.0,3300.0,tag:height,3717.7,7600.0,4048.9,7861.9,5378.8,3291.2,299.16,1279.95,8,4333.2 10729.3|3350.4 10174.5|5358.1 6629.3|6075.5 7022.0|6537.5 6170.7|3910.1 4733.4|1310.4 9392.5|4175.5 11012.3
B00007,162977894,yes,3300.0,2900.0,tag:height,3724.8,7633.4,4222.8,7959.9,5380.5,3690.4,299.16,1292.75,8,4680.8 10926.1|3350.4 10174.5|5358.1 6629.3|6075.5 7022.0|6537.5 6170.7|3910.1 4733.4|1310.4 9392.5|4523.1 11208.2
B00008,162977896,commercial,4500.0,0.0,tag:height,6727.9,10795.7,6698.9,10723.1,2972.2,1299.6,120.32,342.16,13,8010.0 9768.3|7251.6 9335.9|7122.8 9565.6|7043.9 9520.8|6940.6 9704.1|6875.1 9666.9|6768.5 9855.3|6620.8 9770.8|6223.3 10336.6|5541.4 11415.1|5829.1 11580.6|5679.1 11848.3|6517.6 12320.3
B00009,162977898,yes,2900.0,2500.0,tag:height,3735.1,7668.4,4396.6,8058.3,5383.0,4089.8,299.16,1305.68,8,5028.4 11122.9|3350.4 10174.5|5358.1 6629.3|6075.5 7022.0|6537.5 6170.7|3910.1 4733.4|1310.4 9392.5|4870.7 11404.9
B00010,162977901,yes,2500.0,0.0,tag:height,3747.2,7699.3,4556.9,8147.3,5382.2,4456.7,299.16,1316.62,8,5346.0 11305.3|3350.4 10174.5|5358.1 6629.3|6075.5 7022.0|6537.5 6170.7|3910.1 4733.4|1310.4 9392.5|5191.6 11583.1
B00011,162977905,yes,12200.0,0.0,tag:height,5696.3,8932.6,6041.7,9332.5,4117.8,3853.8,299.52,1130.04,9,5541.4 11415.1|5497.0 11144.8|6434.2 9608.7|8179.9 8679.7|8379.8 8796.2|8442.0 8995.5|8733.0 8490.5|5358.1 6629.3|3350.4 10174.5
B00012,162977914,yes,6000.0,5300.0,tag:height,4992.8,5877.7,4992.8,5877.7,2998.1,968.5,208.68,290.06,4,3910.1 4733.4|3448.1 5584.7|6075.5 7022.0|6537.5 6170.7
B00013,162977916,yes,5300.0,4500.0,tag:height,3800.0,7375.6,4004.9,7648.8,5049.1,3006.0,299.15,1172.71,6,3350.4 10174.5|5358.1 6629.3|6075.5 7022.0|6537.5 6170.7|3910.1 4733.4|1471.5 9105.4
B00014,162979253,yes,19300.0,0.0,tag:height,-16473.4,-2562.8,-16476.2,-2561.5,3459.2,2604.6,29.02,897.97,4,-14332.0 -2861.2|-17357.0 -4539.3|-18609.6 -2255.7|-15594.6 -590.3
B00015,218327129,yes,4000.0,0.0,tag:height,19534.8,-17696.8,19645.7,-17641.0,5846.4,3047.0,28.66,1676.6,8,22459.9 -17755.1|17811.4 -20379.9|16350.0 -17706.3|21040.6 -15208.2|21319.4 -15715.7|21763.6 -15450.6|22609.8 -16968.9|22161.2 -17220.6
B00016,260073224,yes,2500.0,0.0,tag:height,16102.3,21367.7,16104.1,21371.8,1526.7,386.6,29.03,58.05,4,16679.9 21900.0|16865.3 21573.2|15533.8 20834.3|15342.8 21170.4
B00017,265301692,yes,1200.0,0.0,estimate:default,13311.9,-2384.2,13319.2,-2377.0,2325.9,1849.9,29.05,424.6,6,11853.4 -2133.2|13721.2 -1108.0|13987.7 -1185.7|14700.7 -2473.5|14606.3 -2720.1|12756.2 -3747.8
B00018,265301698,yes,4960.0,0.0,tag:height,-8615.2,-1969.4,-8615.2,-1969.4,2985.9,1530.9,29.02,457.06,4,-10292.0 -2024.3|-7681.3 -576.0|-6938.3 -1914.5|-9549.1 -3362.9
B00019,265301700,yes,5180.0,0.0,tag:height,6129.1,3808.6,6125.8,3803.1,3759.2,2994.9,298.68,1120.91,4,6537.5 6170.7|8339.8 2875.5|5734.6 1446.6|3910.1 4733.4
B00020,265301703,yes,1250.0,0.0,tag:height,2426.7,-20667.0,2426.7,-20667.0,2321.4,640.6,299.08,148.69,4,1582.7 -19808.6|2142.4 -19497.0|3270.7 -21525.4|2711.0 -21837.1
B00021,265301704,yes,940.0,0.0,tag:height,2991.6,-20362.7,2993.6,-20352.0,2322.0,656.5,299.08,149.14,4,2142.4 -19497.0|2692.1 -19192.1|3844.8 -21207.0|3270.7 -21525.4
B00022,265301705,residential,1600.0,0.0,tag:height,4017.4,-18503.3,4016.4,-18509.5,4126.8,2972.9,299.06,1219.86,4,1714.8 -17428.0|4313.3 -15983.8|6311.2 -19594.8|3736.0 -21019.6
B00023,265301712,yes,2040.0,0.0,tag:height,8935.9,-16870.6,8936.2,-16870.6,2614.2,634.7,119.02,165.77,4,8024.6 -15881.5|8579.8 -15574.1|9846.9 -17860.1|9292.8 -18167.6
B00024,265301713,yes,1010.0,0.0,tag:height,11314.0,-21613.3,11314.6,-21613.0,1761.1,599.4,299.01,105.12,4,10627.7 -20992.3|11149.6 -20697.6|12000.3 -22237.1|11479.5 -22528.4
B00025,265301714,yes,2050.0,0.0,tag:height,9490.3,-16563.8,9490.0,-16563.7,2615.0,633.3,119.01,165.49,4,8579.8 -15574.1|9132.8 -15266.7|10401.1 -17553.6|9846.9 -17860.1
B00026,265301715,yes,1420.0,0.0,tag:height,11836.9,-21320.4,11835.4,-21319.1,1765.7,601.5,119.0,105.75,4,11149.6 -20697.6|11670.4 -20401.2|12525.6 -21944.0|12000.3 -22237.1
B00027,265301717,yes,2030.0,0.0,tag:height,9983.7,-16053.4,9983.8,-16053.4,3028.6,725.9,299.02,219.7,4,9567.0 -14554.0|11035.2 -17201.4|10401.1 -17553.6|8931.8 -14905.3
B00028,265301719,yes,1880.0,0.0,tag:height,10871.5,-16245.0,10871.8,-16245.2,1831.3,642.5,299.01,117.53,4,10146.7 -15600.3|10708.6 -15288.7|11595.9 -16890.6|11035.2 -17201.4
B00029,265301720,apartments,8500.0,0.0,tag:height,17311.5,-12010.2,17311.5,-12010.2,3021.2,1222.9,298.89,369.4,4,16046.7 -10983.4|17117.2 -10392.2|18576.4 -13037.1|17505.9 -13628.3
B00030,265301728,yes,2340.0,0.0,tag:height,-14629.0,-7618.8,-14629.0,-7618.8,2656.3,788.1,208.45,209.14,4,-15982.1 -7903.9|-13649.0 -6639.6|-13275.9 -7333.8|-15609.0 -8598.1
B00031,265301729,yes,1940.0,0.0,tag:height,-7038.3,-5013.4,-6963.9,-4941.8,2989.9,769.6,209.03,209.81,6,-8457.5 -5330.6|-6649.6 -4327.3|-6543.0 -4519.0|-5736.8 -4072.2|-5470.3 -4552.7|-8084.4 -6003.6
B00032,265301733,yes,4680.0,0.0,tag:height,-11648.7,-6320.5,-11648.8,-6320.7,3002.6,1331.7,208.51,399.75,4,-13285.9 -6452.1|-10647.4 -5019.0|-10012.2 -6189.4|-12649.6 -7621.8
B00033,265301736,yes,1540.0,0.0,tag:height,8610.3,5790.7,8616.7,5791.4,2833.4,754.6,28.67,211.89,4,7192.7 5442.8|9670.2 6797.3|10035.5 6149.6|7554.7 4780.7
B00034,265301761,yes,2700.0,0.0,tag:height,-14269.7,-8292.9,-14268.7,-8294.0,2660.7,742.5,208.45,196.42,4,-15609.0 -8598.1|-13275.9 -7333.8|-12926.1 -7981.5|-15261.4 -9254.2
B00035,265301763,yes,1750.0,0.0,tag:height,-407.3,-839.9,-407.4,-840.2,2698.5,538.7,209.02,145.25,4,-1717.9 -1259.2|641.9 49.8|902.8 -421.4|-1457.0 -1729.5
B00036,265301805,office,6140.0,0.0,tag:height,-13745.7,-9255.9,-13745.9,-9256.9,2660.4,1455.1,208.59,386.63,4,-15261.4 -9254.2|-12926.1 -7981.5|-12229.8 -9259.3|-14567.3 -10529.5
B00037,265301808,yes,4850.0,0.0,tag:height,152.1,-1844.9,144.9,-1835.8,2698.9,1739.7,29.0,461.63,8,-292.1 -1083.5|902.8 -421.4|1746.8 -1942.4|-613.0 -3250.5|-1457.0 -1729.5|-468.6 -1181.5|-283.2 -1515.9|-106.6 -1417.9
B00038,265301810,yes,7010.0,0.0,tag:height,7745.1,706.0,7745.1,706.0,2750.4,1913.1,208.41,526.05,4,8499.7 2201.6|9409.2 518.5|6990.5 -789.6|6081.1 893.5
B00039,265301823,yes,4960.0,0.0,tag:height,-18130.3,-10893.6,-18130.3,-10893.7,3006.3,1556.0,28.72,467.64,4,-19822.2 -10934.1|-17185.9 -9489.1|-16438.5 -10853.8|-19074.8 -12298.0
B00040,265301824,yes,1700.0,0.0,tag:height,-11181.8,-7179.9,-11181.7,-7179.8,3002.6,624.4,28.51,187.42,4,-12649.6 -7621.8|-10012.2 -6189.4|-9713.4 -6737.5|-12351.9 -8170.7
B00041,265301825,yes,4630.0,0.0,tag:height,2728.8,445.2,2713.5,442.9,2574.8,1321.8,29.0,336.35,6,1349.2 441.7|3519.1 1645.1|4159.9 489.0|1907.8 -759.2|1470.3 30.4|1551.4 75.2
B00042,265301826,yes,1740.0,0.0,tag:height,-10894.6,-7708.0,-10894.7,-7708.2,3002.6,578.2,208.51,173.54,4,-12351.9 -8170.7|-9713.4 -6737.5|-9438.0 -7245.9|-12075.4 -8678.2
B00043,265301827,yes,1730.0,0.0,tag:height,-4590.4,-2763.1,-4591.6,-2763.4,2616.9,802.2,208.98,209.39,4,-5928.9 -3048.7|-3641.3 -1778.5|-3252.6 -2480.3|-5542.5 -3747.1
B00044,265301828,yes,4550.0,0.0,tag:height,-13012.7,-10528.6,-13012.7,-10528.6,2733.9,1482.7,208.51,405.3,4,-14567.3 -10529.5|-12165.4 -9224.7|-11458.0 -10527.7|-13859.9 -11832.5
B00045,265301829,yes,1540.0,0.0,tag:height,752.2,-2931.2,752.3,-2931.1,2698.5,765.5,209.01,206.47,4,-613.0 -3250.5|1746.8 -1942.4|2117.7 -2611.2|-242.1 -3920.2
B00046,265301833,yes,4490.0,0.0,tag:height,-13902.8,-1588.4,-14330.6,-1665.6,4285.5,2914.8,118.5,866.75,6,-13967.7 -3200.7|-15717.9 19.4|-14072.1 912.9|-12027.7 -2852.8|-14588.5 -4243.7|-14885.0 -3699.0
B00047,265301834,yes,4620.0,0.0,tag:height,-17246.4,-12401.7,-17279.6,-12446.4,3005.9,1985.9,208.73,575.31,6,-19074.8 -12298.0|-16438.5 -10853.8|-15484.6 -12594.3|-17864.3 -13899.2|-18217.5 -13254.8|-18472.9 -13395.0
B00048,265301835,yes,4580.0,0.0,tag:height,-10177.6,-8746.6,-10177.6,-8746.6,2732.3,1931.6,208.51,527.73,4,-11838.9 -8549.9|-9438.0 -7245.9|-8516.3 -8943.4|-10917.2 -10247.3
B00049,265301837,yes,1940.0,0.0,tag:height,-4172.7,-3434.6,-4172.7,-3434.6,2699.7,779.9,208.96,210.53,4,-5542.5 -3747.1|-3180.4 -2439.8|-2802.9 -3122.1|-5164.9 -4429.4
B00050,265301838,yes,1080.0,0.0,tag:height,3183.2,-828.5,3183.2,-828.5,2987.1,1357.0,29.01,405.28,4,1548.0 -959.4|4159.9 489.0|4818.4 -697.6|2206.5 -2145.9
B00051,265301841,yes,5190.0,0.0,tag:height,-5176.6,-8190.7,-5184.0,-8187.4,2960.3,987.8,28.58,286.74,4,-6706.2 -8487.3|-4133.2 -7052.5|-3647.9 -7913.0|-6249.8 -9325.1
B00052,265301842,yes,6640.0,0.0,tag:height,1252.7,-3833.3,1252.8,-3833.5,2698.5,1298.7,209.02,350.33,4,-242.1 -3920.2|2117.7 -2611.2|2747.4 -3747.0|387.6 -5055.2
B00053,265301843,yes,2310.0,0.0,tag:height,8369.2,-448.8,8369.2,-448.8,2749.9,712.3,208.41,195.86,4,6990.5 -789.6|9409.2 518.5|9747.9 -108.1|7329.2 -1416.2
B00054,265301844,yes,2030.0,0.0,tag:height,-12493.8,-11417.0,-12493.5,-11416.6,2798.5,574.0,28.52,160.49,4,-13859.9 -11832.5|-11401.3 -10497.3|-11127.0 -11000.7|-13585.6 -12336.7
B00055,265301845,yes,1880.0,0.0,tag:height,8694.0,-1167.9,8791.1,-1070.6,2900.8,782.8,28.39,197.39,6,7329.2 -1416.2|8873.9 -581.0|8997.2 -809.0|10003.3 -264.3|10253.2 -725.4|7701.3 -2104.5
B00056,265301848,yes,1690.0,0.0,tag:height,3679.6,-1723.6,3679.6,-1723.6,2987.0,690.2,209.01,206.12,4,2206.5 -2145.9|4818.4 -697.6|5152.7 -1301.4|2540.8 -2749.7
B00057,265301849,yes,7730.0,0.0,tag:height,10661.3,1959.6,10613.8,1968.7,3019.3,1600.9,29.35,462.64,6,12318.7 2009.0|9690.1 531.2|8998.3 1761.6|9857.8 2244.7|9765.7 2410.2|11545.8 3391.5
B00058,265301853,yes,4410.0,0.0,tag:height,-12173.0,-12220.7,-12173.0,-12220.8,2593.3,1145.4,28.51,296.91,4,-13585.6 -12336.7|-11306.9 -11098.6|-10760.6 -12105.3|-13039.3 -13342.5
B00059,265301854,hotel,5120.0,0.0,tag:levels,-5109.9,-9132.9,-5109.9,-9132.9,2104.5,762.9,208.83,160.33,4,-4006.6 -8961.1|-5847.8 -9974.5|-6213.1 -9304.8|-4372.0 -8291.4
B00060,265301856,hotel,3000.0,0.0,estimate:type=hotel,2002.8,-4909.5,2002.0,-4909.1,1937.8,1310.5,29.02,253.16,4,842.9 -4802.7|2527.5 -3868.7|3167.1 -5012.1|1472.5 -5952.0
B00061,265301857,yes,7600.0,0.0,tag:height,9643.7,-3008.9,9713.2,-3006.6,3527.0,2658.8,298.96,830.62,12,7701.3 -2104.5|10033.3 -844.5|10720.7 -2114.6|10238.7 -2375.6|10868.4 -3540.1|11375.9 -3265.6|11724.6 -3909.1|9391.4 -5170.8|9126.0 -4681.0|9198.2 -4642.2|8098.8 -2607.8|8002.2 -2660.2
B00062,265301859,yes,890.0,0.0,tag:height,-9539.8,-9921.3,-9539.6,-9920.9,2732.5,742.0,28.52,202.63,4,-10917.2 -10247.3|-8516.3 -8943.4|-8162.0 -9594.5|-10562.9 -10899.3
B00063,265301861,yes,2360.0,0.0,tag:height,-3074.9,-5421.7,-3074.9,-5421.7,2702.2,782.6,208.96,211.46,4,-4446.4 -5733.4|-2082.2 -4425.2|-1703.5 -5110.1|-4067.7 -6418.3
B00064,265301862,yes,1690.0,0.0,tag:height,4004.4,-2309.7,4004.4,-2309.7,2986.8,650.0,29.01,194.12,4,2540.8 -2749.7|5152.7 -1301.4|5468.1 -1869.7|2856.2 -3318.0
B00065,265301867,yes,4450.0,0.0,tag:height,-16421.3,-13965.0,-16421.3,-13965.0,2961.1,1503.5,28.73,445.15,4,-18080.9 -14017.4|-15484.6 -12594.3|-14761.6 -13912.6|-17357.9 -15335.7
B00066,265301868,yes,1080.0,0.0,tag:height,-9137.0,-10968.5,-9137.0,-10968.5,3025.6,1484.0,28.51,448.97,4,-10820.5 -11038.7|-8162.0 -9594.5|-7453.5 -10898.4|-10112.0 -12342.6
B00067,265301870,yes,4710.0,0.0,tag:height,-2521.9,-6421.6,-2521.9,-6421.6,2702.1,1502.7,208.96,406.02,4,-4067.7 -6418.3|-1703.5 -5110.1|-976.1 -6425.0|-3340.3 -7733.1
B00068,265301871,yes,1670.0,0.0,tag:height,4332.4,-2901.6,4332.6,-2901.7,2987.0,703.7,209.01,210.08,4,2856.2 -3318.0|5468.1 -1869.7|5809.0 -2484.5|3197.1 -3933.7
B00069,265301873,yes,1660.0,0.0,tag:height,11404.7,879.4,11292.3,776.4,2997.2,1143.8,209.33,267.95,10,10214.3 826.8|12318.7 2009.0|12778.4 1177.2|11789.0 621.5|11883.4 452.6|11028.3 -27.9|10929.5 148.6|10167.7 -280.4|9997.8 21.1|10506.4 306.6
B00070,265301874,yes,4490.0,0.0,tag:height,-18533.1,-16759.4,-18533.2,-16759.4,2699.9,1918.8,28.78,517.89,4,-20177.4 -16567.9|-17812.1 -15269.0|-16888.2 -16950.4|-19254.6 -18250.2
B00071,265301876,yes,5800.0,0.0,tag:height,-11351.9,-13539.7,-11351.9,-13539.7,2778.2,1957.4,208.51,543.72,4,-13039.3 -13342.5|-10598.4 -12016.6|-9664.5 -13736.9|-12105.3 -15062.8
B00072,265301877,hotel,6080.0,0.0,tag:levels,-4666.6,-10019.8,-4623.5,-10024.7,2106.6,1268.8,208.83,254.66,6,-5847.8 -9974.5|-4006.6 -8961.1|-3495.8 -9896.8|-4015.5 -10182.2|-3917.7 -10360.4|-5240.3 -11088.4
B00073,265301880,yes,7360.0,0.0,tag:levels,-16125.0,-5408.4,-16123.2,-5409.1,2290.4,1473.5,208.59,336.27,4,-14772.8 -5512.2|-16776.2 -6599.9|-17481.3 -5310.4|-15470.2 -4214.2
B00074,265301882,yes,1720.0,0.0,tag:height,4656.0,-3484.5,4655.8,-3484.5,2987.0,630.4,29.01,188.17,4,3197.1 -3933.7|5809.0 -2484.5|6114.4 -3036.0|3502.5 -4484.3
B00075,265301883,yes,1710.0,0.0,tag:height,-8665.4,-11989.6,-8665.5,-11989.9,2661.7,761.1,208.52,202.46,4,-10016.5 -12291.1|-7677.9 -11020.0|-7314.7 -11688.9|-9653.4 -12959.1
B00076,265301885,yes,1690.0,0.0,tag:height,-2081.0,-7454.4,-2081.0,-7454.4,2930.5,731.6,28.96,214.4,4,-3540.2 -7843.8|-976.1 -6425.0|-621.8 -7065.1|-3186.0 -8483.9
B00077,265301886,yes,5050.0,0.0,tag:height,5374.8,-4378.3,5374.8,-4378.3,2595.8,1630.1,209.02,423.13,4,3844.5 -4295.1|6114.4 -3036.0|6905.0 -4461.5|4635.2 -5720.6
B00078,265301888,yes,5950.0,0.0,tag:height,11883.5,-236.1,11874.3,-278.0,3002.3,1669.8,29.34,424.17,16,11789.0 621.5|12778.4 1177.2|13525.8 -174.0|12669.6 -654.5|12591.9 -516.0|11737.9 -995.7|11873.4 -1236.3|11111.6 -1664.5|10800.6 -1109.7|10662.9 -1186.5|10376.4 -676.4|10508.6 -601.3|10289.8 -211.1|10929.5 148.6|11028.3 -27.9|11883.4 452.6
B00079,265301889,hotel,6690.0,0.0,tag:height,-3630.0,-11190.9,-3675.1,-11150.0,2028.7,1515.1,118.61,286.79,6,-2530.7 -11666.0|-3854.4 -12403.3|-4721.7 -10802.9|-3917.7 -10360.4|-4015.5 -10182.2|-3495.8 -9896.8
B00080,265301892,yes,2320.0,0.0,tag:height,-15905.5,-14905.3,-15905.7,-14905.2,2961.7,641.6,28.72,189.91,4,-17357.9 -15335.7|-14761.6 -13912.6|-14452.9 -14475.1|-17050.3 -15898.1
B00081,265301894,yes,1460.0,0.0,tag:height,-8301.1,-12660.8,-8301.1,-12660.7,2662.7,766.6,28.51,204.04,4,-9653.4 -12959.1|-7314.7 -11688.9|-6948.2 -12361.9|-9288.0 -13633.0
B00082,265301900,yes,4480.0,0.0,tag:height,-17651.5,-18363.9,-17651.6,-18364.1,2700.3,1743.2,208.78,470.51,4,-19254.6 -18250.2|-16888.2 -16950.4|-16048.6 -18478.1|-18415.0 -19777.1
B00083,265301901,yes,4550.0,0.0,tag:height,-10451.4,-15094.9,-10451.7,-15095.1,2680.4,1634.9,208.52,438.08,4,-12018.7 -15016.3|-9664.5 -13736.9|-8883.8 -15173.4|-11239.1 -16452.8
B00084,265301903,yes,1850.0,0.0,tag:height,3350.9,-7795.1,3404.7,-7796.5,2614.4,1179.1,209.0,292.34,6,1975.6 -7914.7|4262.1 -6647.0|4748.5 -7525.3|3955.6 -7965.3|4040.0 -8118.2|2547.5 -8945.8
B00085,265301905,yes,2300.0,0.0,tag:height,-15491.7,-15388.8,-15491.7,-15388.8,2700.5,603.6,208.74,162.99,4,-16820.4 -15773.1|-14452.9 -14475.1|-14163.1 -15004.6|-16530.6 -16302.6
B00086,265301908,yes,1760.0,0.0,tag:height,5783.9,-5484.5,5783.7,-5484.4,2954.5,702.3,29.0,207.37,4,4322.1 -5893.7|6905.0 -4461.5|7246.0 -5075.4|4661.9 -6507.7
B00087,265301909,yes,2370.0,0.0,tag:height,12537.1,-1227.7,12467.4,-1191.3,2834.4,1065.9,28.65,260.88,8,12669.6 -654.5|13525.8 -174.0|13966.6 -979.6|11479.2 -2338.4|11111.6 -1664.5|11873.4 -1236.3|11737.9 -995.7|12591.9 -516.0
B00088,265301912,yes,4620.0,0.0,tag:height,-2718.9,-12627.2,-2712.4,-12617.8,2959.3,1481.2,29.08,435.05,5,-1059.3 -12545.9|-3645.6 -13984.2|-4365.2 -12689.6|-2047.7 -11400.8|-1677.9 -11434.6
B00089,265301915,yes,1850.0,0.0,tag:height,-1136.7,-9214.3,-1142.3,-9217.7,2995.9,680.7,28.95,202.98,6,-2558.5 -9612.2|3.4 -8195.1|333.2 -8790.4|-2208.7 -10196.6|-2344.2 -10138.3|-2564.1 -9742.2
B00090,265301916,yes,1720.0,0.0,tag:height,6129.3,-6108.6,6129.7,-6108.8,2954.5,725.4,209.0,214.1,4,4661.9 -6507.7|7246.0 -5075.4|7596.9 -5708.8|5013.9 -7141.9
B00091,265301919,yes,6980.0,0.0,tag:height,-2008.8,-14126.3,-2008.6,-14126.4,2581.0,1839.7,209.08,474.71,4,-3583.4 -13949.6|-1328.0 -12695.4|-434.1 -14302.5|-2689.4 -15557.5
B00092,265301922,yes,1200.0,0.0,estimate:default,-12899.1,-4065.4,-12917.7,-4080.9,3093.6,1309.5,28.52,398.71,6,-14588.5 -4243.7|-11871.1 -2767.5|-11245.9 -3917.7|-13883.3 -5350.9|-14209.8 -4749.6|-14290.9 -4793.5
B00093,265301924,yes,2250.0,0.0,tag:height,-807.4,-9795.5,-815.4,-9800.4,2988.5,656.0,28.96,194.68,6,-2208.7 -10196.6|333.2 -8790.4|650.8 -9363.8|-1873.3 -10760.7|-2039.9 -10672.9|-2228.7 -10332.5
B00094,265301926,yes,1700.0,0.0,tag:height,6537.5,-6705.7,6537.5,-6705.7,2820.2,716.6,29.0,202.07,4,5130.5 -7076.0|7596.9 -5708.8|7944.5 -6335.4|5478.1 -7702.7
B00095,265301927,yes,1200.0,0.0,estimate:default,-8440.7,1692.5,-8675.5,1399.7,5887.8,4419.9,209.03,2261.97,12,-5029.4 896.0|-8696.3 -1139.2|-8905.0 -763.4|-9341.4 -1004.1|-10269.8 690.0|-10526.3 548.1|-10650.7 793.0|-10915.0 646.9|-10993.9 788.8|-11535.8 488.1|-12322.0 1903.5|-7173.8 4760.5
B00096,265301930,yes,1500.0,0.0,tag:height,-16926.4,-19286.3,-16926.4,-19286.3,3083.0,573.0,208.78,176.63,4,-18415.0 -19777.1|-15713.2 -18293.2|-15437.8 -18795.6|-18139.6 -20279.5
B00097,265301931,yes,1390.0,0.0,tag:height,-9916.0,-16080.8,-9916.0,-16080.8,2680.5,609.4,28.51,163.34,4,-11239.1 -16452.8|-8883.8 -15173.4|-8592.8 -15708.8|-10948.1 -16988.3
B00098,265301939,yes,4530.0,0.0,tag:height,-16305.6,-20745.7,-16195.0,-20701.5,3002.8,2613.2,28.77,601.37,14,-16590.5 -19428.2|-15507.8 -18833.6|-15252.3 -19299.0|-15517.7 -19444.2|-14516.0 -21269.2|-15338.9 -21721.9|-15674.3 -21112.2|-16333.9 -21474.5|-15998.5 -22084.2|-16881.3 -22569.0|-18139.6 -20279.5|-17256.8 -19793.9|-16828.1 -20574.2|-16161.8 -20208.5
B00099,265301941,yes,1750.0,0.0,tag:height,12466.5,-7270.9,12424.9,-7239.3,3302.3,769.9,28.89,222.12,6,13454.7 -6231.5|13684.6 -6104.8|14056.6 -6778.7|11168.3 -8372.3|10845.1 -7793.8|13504.7 -6321.8
B00100,265301944,yes,3730.0,0.0,tag:height,-209.7,6843.9,-257.8,6876.1,3098.6,1568.6,119.0,466.46,6,-1119.3 7454.4|-1422.5 8001.7|-323.1 8611.4|1179.4 5901.4|-192.1 5141.3|-1391.4 7303.3
B00101,265301952,yes,1340.0,0.0,tag:height,-1418.4,-15186.7,-1418.8,-15186.6,2581.6,588.7,29.07,151.8,4,-2689.4 -15557.5|-434.1 -14302.5|-147.5 -14816.8|-2404.0 -16070.9
